cg22501393	0.0235908395147968
cg18895155	0.0210650995584703
cg27126442	0.884244699851776
cg15264255	0.288001127714738
cg18464559	0.0241382282278003
cg20379125	0.0281954760920086
cg20226593	0.86488871989432
cg12790134	0.0229425119090693
cg07697569	0.0332052754819303
cg13613532	0.0286285783486086
cg13951948	0.0108886895748942
cg15759055	NA
cg06590533	0.0223959997566672
cg01805282	0.0175020662967601
cg01732037	0.861943185883905
cg07378350	0.914636537789841
cg14072120	0.116814693137329
cg18752854	0.863008343213302
cg26753137	0.0849283316461387
cg09495977	0.0269683519101957
cg23043119	0.0144052522743623
cg03135598	0.0164120105802648
cg02200584	0.0667033846009075
cg25304860	0.0323588297270593
cg04688368	0.105251883144825
cg20437604	0.781954233784664
cg21010050	0.0164966752425117
cg23680518	0.890996076640299
cg25141490	0.547042357499255
cg18986713	0.0156473379769424
cg00706536	NA
cg14920846	0.701404090099464
cg10187559	0.234874818537575
cg06950730	0.897011400939611
cg21746887	0.122456331191575
cg00615377	0.0936452133004677
cg20442709	0.0891329316076306
cg04836428	NA
cg00240312	0.0272893550384855
cg10523494	NA
cg09223071	0.0340351250634022
cg00426963	0.0370484277866065
cg03691812	0.0301487033200921
cg09018810	0.698715589379572
cg19694491	0.0373481958666409
cg22721186	0.0160773679446362
cg08608800	0.0389675466722898
cg18809289	0.879375505691153
cg13507429	0.738106230071856
cg12515371	0.906726000597197
cg23013392	0.0240247047941349
cg27546237	0.0220729854950727
cg08411435	0.0560155997365966
cg02547138	0.0169625736425573
cg14298780	0.0165371497114583
cg15401952	0.0389201872944429
cg12914014	0.74559391306826
cg11498740	0.0471239002723427
cg18627852	0.0144192808808189
cg12149391	0.0548205377622872
cg16222568	0.928598885257869
cg21504918	0.039411568681407
cg21636577	0.826325897297899
cg05670275	0.0181834396071277
cg05376895	0.615437305341248
cg07483064	0.111364928231966
cg18787975	0.0367712006369341
cg16220183	0.0416938954543371
cg17533847	0.0151840656250799
cg17225169	0.875589948046249
cg12646585	0.0681606708479952
cg02715140	0.0206214976006309
cg08876932	0.0171185270176092
cg15082782	NA
cg11738011	0.0377443036979723
cg24743310	0.270882355098557
cg14681055	0.0587817744118088
cg03644378	0.0183025384719505
cg17380128	0.0291088863318677
cg25608949	0.674357243151645
cg17991347	0.324239190810054
cg10175795	0.138458054991439
cg09242772	0.019790413998275
cg18956481	0.329243597925103
cg15831452	0.0287493219442009
cg22190090	0.026425154425538
cg20967028	0.925452843150465
cg04483623	0.0283612541854101
cg16306115	0.88295558000105
cg04422896	0.0350049443965261
cg06545845	0.0215120841361433
cg21026663	0.0282822330879396
cg06912252	0.0411160206513271
cg05647526	0.0288399904051598
cg01795122	0.139175250277618
cg18576883	NA
cg05056120	0.24862213770906
cg22161874	0.913963495157092
cg00307685	0.942797684534492
cg18259391	NA
cg01316516	0.0355164671583365
cg19280776	0.0589809889422519
cg22730357	0.0143159525497745
cg09019938	0.0461466510011695
cg21890738	0.028626114719023
cg07884474	0.0226764607910639
cg12584034	0.0498645025000707
cg25060573	0.0299949619422104
cg04450876	0.825630823973843
cg15843823	0.0402150547106038
cg20420254	0.0192418936654426
cg06156376	0.0294665718365119
cg10141715	0.796982379071903
cg18979223	NA
cg24469803	NA
cg26287988	NA
cg12319004	0.840491397344124
cg13759328	NA
cg15629064	0.024944853962979
cg06143901	NA
cg19517291	0.918779285127657
